Unnamed: 0,id,data,ad_page,ad_order,Title,Price,Date,Time,phone,room,loc,message,url,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:
50,3425289,"300 сая ₮
11 р хороололд 10 р байрны 3 өрөө байр
4 өдрийн өмнө
УБ — Сүхбаатар, 11-р хороолол",58.0,51.0,,,,,,,,,,,,,,,,,,,,,
56,3584318,"Remax Sky Undarmaa
345 сая ₮
Рапид харш хотхонд гал тогоо тусдаа 3 өрөө байр 101мкв
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хурд",119.0,57.0,,,,,,,,,,,,,,,,,,,,,
43,3752042,"5.7 сая ₮
Жапан таунд 3 өрөө байр 79.9м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",123.0,44.0,,,,,,,,,,,,,,,,,,,,,
3,3759983,"450 сая ₮
Жапан таун хотхонд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",123.0,4.0,,,,,,,,,,,,,,,,,,,,,
20,3794031,"515.2 сая ₮
King tower хотхонд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, King Tower",123.0,21.0,,,,,,,,,,,,,,,,,,,,,
10,3969968,"345 сая ₮
Хүннү молл дэлгүүрийн замын урд байрлалтай, хүннү тауэрт 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул",97.0,11.0,,,,,,,,,,,,,,,,,,,,,
42,4045013,"485.5 сая ₮
Мишээл экспо-н баруун талд, мишээл сити хотхонд 3 өрөө байр 107.9м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",123.0,43.0,,,,,,,,,,,,,,,,,,,,,
41,4181852,"125 сая ₮
Хууль сахиулах их сургуулийн хойно, харуул алтай хотхонд 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, Амгалан",123.0,42.0,,,,,,,,,,,,,,,,,,,,,
40,4182220,"249.6 сая ₮
Арцат 2 хотхонд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",123.0,41.0,,,,,,,,,,,,,,,,,,,,,
16,4214853,"75 сая ₮ 85 сая ₮
16-р хороолол, саруул тэнгэр 2 хотхонд 1 өрөө байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",123.0,17.0,,,,,,,,,,,,,,,,,,,,,
8,4224390,"249.6 сая ₮
Арцат -2 хотхонд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",123.0,9.0,,,,,,,,,,,,,,,,,,,,,
9,4224435,"143.09 сая ₮
Сөүл гарден хотхонд 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",123.0,10.0,,,,,,,,,,,,,,,,,,,,,
15,4224701,"125 сая ₮
Харуул алтай хотхонд 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, Амгалан",123.0,16.0,,,,,,,,,,,,,,,,,,,,,
14,4224715,"485.5 сая ₮
Мишээл экспо-н баруун талд, мишээл сити хотхонд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",123.0,15.0,,,,,,,,,,,,,,,,,,,,,
13,4224739,"515.2 сая ₮
King tower-т 3өрөө байр 114.5м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",123.0,14.0,,,,,,,,,,,,,,,,,,,,,
17,4266590,"663.55 сая ₮
Time classic tower хотын төвд 102.57мкв 3 өрөө
1 долоо хоногийн өмнө
УБ — Чингэлтэй, 50 мянгат",81.0,18.0,,,,,,,,,,,,,,,,,,,,,
18,4266618,"5.84 сая ₮
Хотын төвд time classic tower 4 өрөө 116.66м2
1 долоо хоногийн өмнө
УБ — Чингэлтэй, 50 мянгат",81.0,19.0,,,,,,,,,,,,,,,,,,,,,
25,4376402,"125 сая ₮
Харуул алтай хотхонд 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, Амгалан",123.0,26.0,,,,,,,,,,,,,,,,,,,,,
37,4623219,"249.6 сая ₮
Арцат 2 хотхонд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",123.0,38.0,,,,,,,,,,,,,,,,,,,,,
20,4780518,"6.57 сая ₮
Time classic tower 5 uruu
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",81.0,21.0,,,,,,,,,,,,,,,,,,,,,
35,4897569,"5.8 сая ₮
Хүннү 2222 117м2 4 өрөө
6 өдрийн өмнө
УБ — Хан-Уул, Хүннү",73.0,36.0,,,,,,,,,,,,,,,,,,,,,
24,4912614,"143 сая ₮
Сөүл гарден хотхонд 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",123.0,25.0,,,,,,,,,,,,,,,,,,,,,
8,4936553,"345 сая ₮
Хүннү тауэрт 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул",97.0,9.0,,,,,,,,,,,,,,,,,,,,,
58,4952750,"119 сая ₮
Нүхтэд 58.3м2 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",99.0,59.0,,,,,,,,,,,,,,,,,,,,,
21,5032440,"500 сая ₮
Зайсан, golden vill хотхон 4 өрөө 134.32м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",123.0,22.0,,,,,,,,,,,,,,,,,,,,,
31,5060517,"249.6 сая ₮
Арцат -2 хотхон 3 өрөө 78м2
2 өдрийн өмнө
УБ — Хан-Уул, Яармаг",37.0,32.0,,,,,,,,,,,,,,,,,,,,,
11,5091346,"4.8 сая ₮
Худ зайсан royal crown villa хотхонд 5 өрөө 309м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",105.0,12.0,,,,,,,,,,,,,,,,,,,,,
42,5138471,"189 сая ₮
Baynzurh 2 oroo 60m2
6 өдрийн өмнө
УБ — Баянзүрх, 13-р хороолол",70.0,43.0,,,,,,,,,,,,,,,,,,,,,
38,5203939,"850 сая ₮
Уб сувилалын зүүн урд 7 өрөө дуплекс
2 долоо хоногийн өмнө
УБ — Хан-Уул, Цэлмэг хотхон",123.0,39.0,,,,,,,,,,,,,,,,,,,,,
14,5329778,"392 сая ₮
King towert 98 m2 3 uruu bair
3 өдрийн өмнө
УБ — Хан-Уул, King Tower",53.0,15.0,,,,,,,,,,,,,,,,,,,,,
31,5357679,"170 сая ₮
Угсармалын гал тогоо тусдаа 3 өрөө байр 80м2
Өчигдөр
УБ — Баянгол, 3, 4 хороолол",19.0,32.0,,,,,,,,,,,,,,,,,,,,,
27,5470523,"3.8 сая ₮
Арцат апартмент 80 мкв 3 өрөө artsat 1t
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",131.0,28.0,,,,,,,,,,,,,,,,,,,,,
16,5603697,"2.6 сая ₮
Зэндмэнэ эрдэнэ хотхоны 1а блокт 2 өрөө байр 53.81м2
Өнөөдөр
УБ — Хан-Уул, Яармаг",6.0,17.0,,,,,,,,,,,,,,,,,,,,,
15,5603697,,6.0,16.0,Зэндмэнэ эрдэнэ хотхоны 1а блокт 2 өрөө байр 53.81м2,"2.6 сая ₮
үнэ тохирно",2024-03-28,19:22,,2 өрөө,"УБ — Хан-Уул, Яармаг","
Яармагийн 1 дугаар автобусны буудлын баруун хойно баригдаж байгаа Зэндмэнэ Эрдэнэ хотхоны 1А блокт 2 өрөө байр бэлэн мөнгөөр худалдана.
📍 2 өрөө - 53.81м2,
📍 16 давхар барилгын 12 давхарт,
📍 Цонхны харагдац: Баруун харсан 3 цонхтой,
📍Төслийн байршил: ХУД, 4 хороо, Яармагийн 1-р буудал Сансар худалдааны төвийн баруун хойно байрлалтай.
📍Ашиглалтанд орох хугацаа: 2024 оны 1-р улиралд",https://www.unegui.mn/adv/5603697_zendmene-erdene-khotkhony-1a-blokt-2-oroo-bair/,Паркет,1 тагттай,2022.0,Байгаа,Вакум,16.0,Бүргэд,53.81 м²,12.0,Лизинггүй,3.0,Ашиглалтад ороогүй
34,5642109,"3.2 сая ₮
Буянт од 2 өрөө 41м2 байр
Өчигдөр
УБ — Баянзүрх, 15-р хороолол",21.0,35.0,,,,,,,,,,,,,,,,,,,,,
48,5736213,"490 сая ₮
Зайсангийн гэрэлт хотхонд 125м2 4 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",145.0,49.0,,,,,,,,,,,,,,,,,,,,,
39,5747342,"143.09 сая ₮ 180 сая ₮
Сөүл гарден хотхонд 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",123.0,40.0,,,,,,,,,,,,,,,,,,,,,
35,5810659,"2.45 сая ₮ 2.8 сая ₮
Хануул дүүрэг 4 өрөө байр 139м2
4 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",155.0,36.0,,,,,,,,,,,,,,,,,,,,,
12,5815321,"171.94 сая ₮
Хангай хотхоны хойно, арга билиг хотхонд 53.73мкв 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 11",132.0,13.0,,,,,,,,,,,,,,,,,,,,,
38,5837091,"3.6 сая ₮
Худ- т 2 өрөө байр 47m2
1 долоо хоногийн өмнө
УБ — Хан-Уул, 19-р хороолол",88.0,39.0,,,,,,,,,,,,,,,,,,,,,
15,5858154,"350 сая ₮
50 мянгатын 3 өрөө 80м2 байр
2 долоо хоногийн өмнө
УБ — Чингэлтэй, 50 мянгат",128.0,16.0,,,,,,,,,,,,,,,,,,,,,
41,5979442,"3 сая ₮ 3.4 сая ₮
Хан вилла 2 өрөө байр 52,85м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",80.0,42.0,,,,,,,,,,,,,,,,,,,,,
19,6003523,"569.43 сая ₮
Солонгос элчин сайдын яамны хойно, жаргалан хотхонд 6 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нархан хотхон",123.0,20.0,,,,,,,,,,,,,,,,,,,,,
14,6018704,"75 сая ₮
16-р хороолол, саруул тэнгэр 2 хотхонд 1 өрөө байр 25.84м2
2 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",132.0,15.0,,,,,,,,,,,,,,,,,,,,,
34,6022345,"249.6 сая ₮
Арцат -2 хотхонд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",123.0,35.0,,,,,,,,,,,,,,,,,,,,,
33,6022351,"850 сая ₮
Уб сувилалын зүүн урд, 115-р сургуулийн хойд талд 7 өрөө дуплекс
2 долоо хоногийн өмнө
УБ — Хан-Уул, Цэлмэг хотхон",123.0,34.0,,,,,,,,,,,,,,,,,,,,,
32,6022359,"435 сая ₮
Энхтайваны гүүрний зүүн урд, кн апартмент 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хурд",123.0,33.0,,,,,,,,,,,,,,,,,,,,,
31,6022642,"569.43 сая ₮
Жаргалан хотхонд 6 өрөө дуплекс
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нархан хотхон",123.0,32.0,,,,,,,,,,,,,,,,,,,,,
30,6022659,"200 сая ₮ 277.2 сая ₮
Москва хороололд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Сонгинохайрхан, Москва хороолол",123.0,31.0,,,,,,,,,,,,,,,,,,,,,
19,6074084,"171.94 сая ₮
Хангай хотхоны хойно арга билиг хотхонд 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 11",132.0,20.0,,,,,,,,,,,,,,,,,,,,,
20,6077836,"249.6 сая ₮
Арцат 2 хотхонд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",132.0,21.0,,,,,,,,,,,,,,,,,,,,,
21,6077881,"75 сая ₮
16-р хороолол, саруул тэнгэр 2 хотхонд 1 өрөө байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",132.0,22.0,,,,,,,,,,,,,,,,,,,,,
46,6082048,"1.2 Тэрбум ₮
Зайсанд chariot residence хотхонд 205мкв 4 өрөө
3 өдрийн өмнө
УБ — Хан-Уул, Зайсан",46.0,47.0,,,,,,,,,,,,,,,,,,,,,
6,6104016,"201.63 сая ₮
Худ 15 хороо дөл хотхонд 57.61м2 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, 19-р хороолол",94.0,7.0,,,,,,,,,,,,,,,,,,,,,
52,6118628,"2.7 сая ₮
Гарден вилла 4 өрөө 74.34м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",112.0,53.0,,,,,,,,,,,,,,,,,,,,,
36,6122565,"171.94 сая ₮ 232.5 сая ₮
арга билиг хотхонд 2 өрөө байр 53.73м2
2 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 11",123.0,37.0,,,,,,,,,,,,,,,,,,,,,
10,6156215,"3.6 сая ₮
Худ мишээлд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",95.0,11.0,,,,,,,,,,,,,,,,,,,,,
15,6156318,"720 сая ₮
Ncd vega city 3 uruu 104 m2
3 өдрийн өмнө
УБ — Хан-Уул, Japan town",53.0,16.0,,,,,,,,,,,,,,,,,,,,,
34,6189441,"350 сая ₮
Hunnu tower-д 3 өрөө байр
4 өдрийн өмнө
УБ — Хан-Уул, Яармаг",58.0,35.0,,,,,,,,,,,,,,,,,,,,,
54,6202650,"178.8 сая ₮
Худ 11 хороо зайсан толгойн зүүн талд 54.2м2 2өрөө
4 өдрийн өмнө
УБ — Хан-Уул, Зайсан",56.0,55.0,,,,,,,,,,,,,,,,,,,,,
42,6240959,"71.3 сая ₮
Цайз захын баруун талд 2 өрөө
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 15",118.0,43.0,,,,,,,,,,,,,,,,,,,,,
43,6243379,"77.5 сая ₮
Цайз захын баруун талд 2 өрөө байр 50м2
2 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",118.0,44.0,,,,,,,,,,,,,,,,,,,,,
53,6260556,"295 сая ₮
Sunset хотхонд төвийн шугамд 3өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 4",111.0,54.0,,,,,,,,,,,,,,,,,,,,,
14,6265286,"215 сая ₮
Суис-ийн баруун хойно 58мкв 2 өрөө байр
Virtual tour
1 долоо хоногийн өмнө
УБ — Чингэлтэй, Чингэлтэй, Хороо 6",99.0,15.0,,,,,,,,,,,,,,,,,,,,,
47,6277301,"70 сая ₮ 75 сая ₮
Баянзүрх 2 өрөө байр 44м2
1 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",98.0,48.0,,,,,,,,,,,,,,,,,,,,,
20,6290326,"130 сая ₮ 150 сая ₮
Налайх дүүрэгт 3 өрөө
3 долоо хоногийн өмнө
УБ — Налайх",141.0,21.0,,,,,,,,,,,,,,,,,,,,,
54,6299813,"3 сая ₮
Зайсанд 144мкв 4 өрөө
2 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",120.0,55.0,,,,,,,,,,,,,,,,,,,,,
43,6354686,"370 сая ₮
Тээврийн товчоонд 4 өрөө 122.6м2
3 өдрийн өмнө
УБ — Баянгол, Тээврийн товчоо",54.0,44.0,,,,,,,,,,,,,,,,,,,,,
18,6375990,"3.8 сая ₮
Бзд, 3-р хороо, 165.4мкв 4 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, 13-р хороолол",110.0,19.0,,,,,,,,,,,,,,,,,,,,,
5,6400741,"83 сая ₮
Нисэх, буянт-ухаа 1 хороололд 1 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",123.0,6.0,,,,,,,,,,,,,,,,,,,,,
7,6402365,"569.43 сая ₮
Жаргалан хотхонд 6 өрөө дуплекс
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нархан хотхон",132.0,8.0,,,,,,,,,,,,,,,,,,,,,
52,6416235,"2.3 сая ₮
3 oroo bair
Өнөөдөр
УБ — Сонгинохайрхан, 1-р хороолол",9.0,53.0,,,,,,,,,,,,,,,,,,,,,
51,6416235,,9.0,52.0,3 oroo bair,"2.3 сая ₮
үнэ тохирно",2024-03-28,14:53,,3 өрөө,"УБ — Сонгинохайрхан, 1-р хороолол","
СХД 1-р хороололд, Цамбагаравын хойно Залуус 10-р байранд 78мкв 3 өрөө
саруулхан сайхан том байр худалдана.

✔️Ирээдүй цогцолбор 36, 80, 81, 86-р сургуулиуд, улсын 99, 105, 106-р цэцэрлэгүүдийн хажууд байрлалтай

✔️Өрх, хороо, цагдаа болон эрүүл мэндийн 14-р төв, автобусны буудал бусад дэлгүүр үйлчилгээтэйгээ маш ойрхон

✔️Зүүн харсан 3-н цонхтой ба дуу чимээгүй нам гүм харууц гоё",https://www.unegui.mn/adv/6416235_3-oroo-bair-zarna/,Паркет,1 тагттай,2010.0,Байхгүй,Вакум,7.0,Бүргэд,78.0 м²,5.0,Банкны лизингтэй,4.0,Ашиглалтад орсон
22,6427658,"145 сая ₮
100 айлд 2 өрөө байр 45м2
4 долоо хоногийн өмнө
УБ — Сүхбаатар, 100 айл",156.0,23.0,,,,,,,,,,,,,,,,,,,,,
2,6487347,"2.8 сая ₮
Арцатын аманд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 4",124.0,3.0,,,,,,,,,,,,,,,,,,,,,
3,6491607,"267 сая ₮
Яармаг глобал гарден 3 өрөө 76,3м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",101.0,4.0,,,,,,,,,,,,,,,,,,,,,
5,6502496,"117.04 сая ₮
Чандмань апартмент 2 өрөө байр 53м2
2 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",130.0,6.0,,,,,,,,,,,,,,,,,,,,,
6,6502510,"114.62 сая ₮ 142 сая ₮
21р хороололд 52м2 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",130.0,7.0,,,,,,,,,,,,,,,,,,,,,
21,6506161,"117.5 сая ₮ 126 сая ₮
10 хороололд 2 өрөө 51м2 байр
1 долоо хоногийн өмнө
УБ — Баянгол, 10-р хороолол",86.0,22.0,,,,,,,,,,,,,,,,,,,,,
32,6508395,"450 сая ₮
Japan town 3 өрөө 79.9 мкв байр
2 өдрийн өмнө
УБ — Хан-Уул, Japan town",37.0,33.0,,,,,,,,,,,,,,,,,,,,,
10,6530706,"2.2 сая ₮
Victoria town дуплекс 3 өрөө байр 89.3м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",111.0,11.0,,,,,,,,,,,,,,,,,,,,,
33,6538230,"1.6 Тэрбум ₮
Olympic residence 4 өрөө 205м2
Virtual tour
Өнөөдөр
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",14.0,34.0,,,,,,,,,,,,,,,,,,,,,
33,6538230,,14.0,34.0,Olympic residence 4 өрөө 205м2,1.6 Тэрбум ₮,2024-03-28,11:24,,4 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",,https://www.unegui.mn/adv/6538230_olympic-residence-4-oroo/,Паркет,Тагтгүй,2019.0,Байгаа,Вакум,20.0,Бүргэд,205.0 м²,14.0,Лизинггүй,6.0,Ашиглалтад орсон
7,6539800,"3.5 сая ₮
Өгөөмөр захын ард 2 өрөө байр 55m2
4 долоо хоногийн өмнө
УБ — Баянзүрх, Өгөөмөр захын зүүн",154.0,8.0,,,,,,,,,,,,,,,,,,,,,
17,6562505,"263.13 сая ₮
Дөлгөөн нуурт 75.18 мкв мастртай 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 9",111.0,18.0,,,,,,,,,,,,,,,,,,,,,
10,6570905,"Mandal
198 сая ₮
115-р сургуулийн баруун урд талд 3 өрөө орон сууц 76m2
2 долоо хоногийн өмнө
УБ — Хан-Уул, UB Town",121.0,11.0,,,,,,,,,,,,,,,,,,,,,
17,6574211,"460 сая ₮ 520 сая ₮
3 4 r horoolold 5 uruu duplex
1 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",104.0,18.0,,,,,,,,,,,,,,,,,,,,,
19,6587996,"Remax HUB Tugsbileg
1.6 Тэрбум ₮ 1.7 Тэрбум ₮
Shangri-la mall-н зүүн талд olympic residence 4 өрөө байр
Virtual tour
1 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",87.0,20.0,,,,,,,,,,,,,,,,,,,,,
54,6594936,"125 сая ₮ 150 сая ₮
Хангай хотхонд 2 өрөө 40м2 байр
3 долоо хоногийн өмнө
УБ — Сүхбаатар, 100 айл",144.0,55.0,,,,,,,,,,,,,,,,,,,,,
22,6611131,"2.9 сая ₮
Худ яармагт хангарьд сити1 2өрөө байр 54,85м2
Өнөөдөр
УБ — Хан-Уул, Яармаг",17.0,23.0,,,,,,,,,,,,,,,,,,,,,
22,6611131,,17.0,23.0,"Худ яармагт хангарьд сити1 2өрөө байр 54,85м2",2.9 сая ₮,2024-03-28,09:49,,2 өрөө,"УБ — Хан-Уул, Яармаг","
Хангарьд сити-1 хотхонд
✅54.85мкв| 2өрөө | 2давхарт цоо шинэ хүн амьдарч байгаагүй байр худалдана.
👉Маш зөв зохион байгуулалттай
👉Урагш харсан цонхтой
👉Эрүүл цэвэр агаарт Өдрийн бүхий л цагт нарны тусгал, харц сайтай
👉Шууд нүүж ороход бэлэн
👉Гэрчилгээ бэлэн
👉Jet, Tomyo сургуулийн хажууд
Үнэ-2,900,000₮

Байршил: ХУД 4-р хороо Яармагийн нэгдсэн эмнэлэг болон Шинэ захиргааны зүүн урд Арцатын аманд байрлалтай",https://www.unegui.mn/adv/6611131_khangard-siti1-shine-2oroo-bair-zarna/,Паркет,1 тагттай,2021.0,Байхгүй,Вакум,13.0,Бүргэд,54.85 м²,2.0,Лизинггүй,2.0,Ашиглалтад орсон
43,6618370,"4.5 сая ₮
Нутгийн буян happy residence 2 өрөө байр 54.1m2
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",141.0,44.0,,,,,,,,,,,,,,,,,,,,,
31,6627826,"146 сая ₮
Хангай хотхоны зүүн урд 2 өрөө байр
4 өдрийн өмнө
УБ — Сүхбаатар, 100 айл",56.0,32.0,,,,,,,,,,,,,,,,,,,,,
38,6649757,"2.6 сая ₮
Зэндмэнэ эрдэнэ хотхонд 54мкв 2 өрөө байр
5 өдрийн өмнө
УБ — Хан-Уул, Яармаг",64.0,39.0,,,,,,,,,,,,,,,,,,,,,
47,6662068,"900 сая ₮
Засгын газрын ордны хойно 169мкв дуплекс
1 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 6",100.0,48.0,,,,,,,,,,,,,,,,,,,,,
8,6664683,"5.3 сая ₮
Парк вилла цэцэрлэгт хүрээлэнгийн зам дагуу 4 өрөө 122м2 байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Олимп хотхон",86.0,9.0,,,,,,,,,,,,,,,,,,,,,
44,6694422,"2.3 сая ₮
Polaris apartment 3 өрөө байр
2 өдрийн өмнө
УБ — Хан-Уул, Нисэх",39.0,45.0,,,,,,,,,,,,,,,,,,,,,
43,6694686,"2.4 сая ₮
Поларис апартмент-2 63.17m2 2 өрөө
2 өдрийн өмнө
УБ — Хан-Уул, Нисэх",39.0,44.0,,,,,,,,,,,,,,,,,,,,,
3,6723320,"155 сая ₮
Схд 1-р хороолол 90мкв 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 1-р хороолол",91.0,4.0,,,,,,,,,,,,,,,,,,,,,
2,6727772,"95 сая ₮
Худ нисэх 2 өрөө 42м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",121.0,3.0,,,,,,,,,,,,,,,,,,,,,
14,6734772,"191.1 сая ₮
Евро апартментэд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",110.0,15.0,,,,,,,,,,,,,,,,,,,,,
7,6763133,"410 сая ₮
Цэцэрлэгт хүрээлэнгийн ард national park хотхонд 90.55кв 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",109.0,8.0,,,,,,,,,,,,,,,,,,,,,
48,6774330,"100 сая ₮
Нисэхт 3 өрөө 61.16m2
2 өдрийн өмнө
УБ — Хан-Уул, Нисэх",41.0,49.0,,,,,,,,,,,,,,,,,,,,,
56,6785686,"2.8 сая ₮
Хан уул 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул",133.0,57.0,,,,,,,,,,,,,,,,,,,,,
52,6787804,"3.8 сая ₮
Мандала гарденд 90.9мкв 3 өрөө
3 өдрийн өмнө
УБ — Хан-Уул, Яармаг",44.0,53.0,,,,,,,,,,,,,,,,,,,,,
31,6812537,"204 сая ₮ 215 сая ₮
19-р хороололд 2 өрөө байр 49 мкв
1 долоо хоногийн өмнө
УБ — Хан-Уул, 19-р хороолол",87.0,32.0,,,,,,,,,,,,,,,,,,,,,
